traffic_sensitivity,zone_influence,weather_impact,time_pattern,capacity_factor,mse,rmse,mae,r2
0.2,0.2,0.1,0.3,0.1,1025.8060709370707,32.02820742622151,26.944456699907636,-0.3295634744171583
0.2,0.2,0.1,0.3,0.3,1022.3143304357516,31.973650564734573,26.897568256041875,-0.32503777432215286
0.2,0.2,0.1,0.3,0.5,1018.8353899344321,31.919200960149865,26.850856846645904,-0.3205286645096135
0.2,0.2,0.1,0.3,0.7,1015.369249433113,31.864859162298412,26.804145437249932,-0.3160361449795408
0.2,0.2,0.1,0.5,0.1,628.253820659818,25.064991934166226,21.486588893037823,0.18571028552280378
0.2,0.2,0.1,0.5,0.3,626.3596640511162,25.02717850759682,21.448043271872848,0.18816533186451168
0.2,0.2,0.1,0.5,0.5,624.4783074424143,24.98956397063411,21.409771587840616,0.1906037879237531
0.2,0.2,0.1,0.5,0.7,622.6097508337126,24.95214922273656,21.371836822274368,0.19302565370052838
0.2,0.2,0.1,0.7,0.1,500.80559722820277,22.378686226590755,18.07678885119014,0.35089794384816353
0.2,0.2,0.1,0.7,0.3,500.50902451211846,22.372059013692024,18.057454507890323,0.3512823364365737
0.2,0.2,0.1,0.7,0.5,500.225251796034,22.36571599113326,18.038434899585972,0.3516501387425177
0.2,0.2,0.1,0.7,0.7,499.9542790799497,22.359657400773155,18.019672723111174,0.35200135076599526
0.2,0.2,0.1,0.9,0.1,643.4614006422252,25.366540967231327,19.56648990331822,0.16599950055892088
0.2,0.2,0.1,0.9,0.3,644.7624118187582,25.392172254826058,19.578312728698826,0.16431323939403353
0.2,0.2,0.1,0.9,0.5,646.0762229952915,25.418029486868008,19.590423691827112,0.1626103879466797
0.2,0.2,0.1,0.9,0.7,647.4028341718245,25.44411197451828,19.602772685115703,0.16089094621685973
0.2,0.2,0.3,0.3,0.1,1018.920949564058,31.920541185325444,26.85068826397904,-0.32063955969892666
0.2,0.2,0.3,0.3,0.3,1015.4541042913407,31.866190614683468,26.80397685458307,-0.31614612670349707
0.2,0.2,0.3,0.3,0.5,1012.0000590186239,31.811948368790993,26.757265445187098,-0.3116692839905344
0.2,0.2,0.3,0.3,0.7,1008.5588137459067,31.757815002702984,26.71055403579113,-0.30720903156003754
0.2,0.2,0.3,0.5,0.1,624.4504009038903,24.989005600541418,21.409006542261842,0.19063995802975098
0.2,0.2,0.3,0.5,0.3,622.5811395237906,24.95157589259225,21.371003631876434,0.19306273727188272
0.2,0.2,0.3,0.5,0.5,620.7246781436911,24.91434683357545,21.33315128288314,0.1954689262315481
0.2,0.2,0.3,0.5,0.7,618.8810167635914,24.877319324308065,21.2954379561861,0.1978585249087471
0.2,0.2,0.3,0.7,0.1,500.0838790893603,22.362555289799964,18.036963423101586,0.3518333741438262
0.2,0.2,0.3,0.7,0.3,499.81220160187814,22.356480080770275,18.01820315590176,0.3521854996326603
0.2,0.2,0.3,0.7,0.5,499.553324114396,22.350689566865626,17.999679665968873,0.3525210348390281
0.2,0.2,0.3,0.7,0.7,499.30724662691387,22.34518396941305,17.981156176035988,0.35283997976292947
0.2,0.2,0.3,0.9,0.1,645.8213841204679,25.413016037465287,19.586608283710827,0.16294068864329914
0.2,0.2,0.3,0.9,0.3,647.1472905256032,25.43908981323041,19.598902150511417,0.16122216037883552
0.2,0.2,0.3,0.9,0.5,648.4859969307385,25.465388214805177,19.611251143800008,0.15948704183190565
0.2,0.2,0.3,0.9,0.7,649.8375033358739,25.491910546992624,19.623600137088598,0.1577353330025093
0.2,0.2,0.5,0.3,0.1,1012.0847782609826,31.813279904168677,26.757096862520243,-0.31177908994061765
0.2,0.2,0.5,0.3,0.3,1008.6428282168677,31.759137712111574,26.71038545312427,-0.3073179240447643
0.2,0.2,0.5,0.3,0.5,1005.2136781727528,31.70510492291033,26.6636740437283,-0.3028733484313775
0.2,0.2,0.5,0.3,0.7,1001.7973281286382,31.651182096860747,26.61696263433232,-0.29844536310045733
0.2,0.2,0.5,0.5,0.1,620.6959312179002,24.91376991179577,21.332318092485202,0.19550618557677546
0.2,0.2,0.5,0.5,0.3,618.8515650664028,24.876727378544043,21.294573257987206,0.19789669771933094
0.2,0.2,0.5,0.5,0.5,617.0199989149054,24.839887256485394,21.25698936536975,0.20027061957942027
0.2,0.2,0.5,0.5,0.7,615.2012327634081,24.8032504475403,21.21953782320086,0.20262795115704302
0.2,0.2,0.5,0.7,0.1,499.41111102045534,22.34750793758569,17.998210098759454,0.35270535947956627
0.2,0.2,0.5,0.7,0.3,499.16432876157546,22.341985783756453,17.97968660882657,0.3530252178688241
0.2,0.2,0.5,0.7,0.5,498.9303465026955,22.336748789890965,17.961416261635403,0.3533284859756157
0.2,0.2,0.5,0.7,0.7,498.70916424381556,22.33179715660644,17.94387966004502,0.35361516379994096
0.2,0.2,0.5,0.9,0.1,648.2303176686481,25.460367587068497,19.607380609195726,0.15981843176775457
0.2,0.2,0.5,0.9,0.3,649.5811193023857,25.48688131769726,19.61972960248432,0.1580676364037148
0.2,0.2,0.5,0.9,0.5,650.9447209361232,25.513618342683642,19.632577889587274,0.15630025075720877
0.2,0.2,0.5,0.9,0.7,652.3211225698607,25.54057796076394,19.64610105357472,0.15451627482823638
0.2,0.2,0.7,0.3,0.1,1005.2975570278448,31.706427692627955,26.66350546106144,-0.30298206514223147
0.2,0.2,0.7,0.3,0.3,1001.8805022123322,31.652495987083423,26.616794051665465,-0.2985531663459544
0.2,0.2,0.7,0.3,0.5,998.4762473968198,31.598674772794187,26.570212496222656,-0.29414085783214383
0.2,0.2,0.7,0.3,0.7,995.0847925813069,31.54496461531233,26.523769543202523,-0.2897451396007993
0.2,0.2,0.7,0.5,0.1,616.9904116018475,24.839291688811247,21.25612466717085,0.20030896816387722
0.2,0.2,0.7,0.5,0.3,615.1709406789524,24.80263979254935,21.218713903704753,0.20266721320685654
0.2,0.2,0.7,0.5,0.5,613.3642697560573,24.766192072178907,21.18139846746314,0.2050088679673696
0.2,0.2,0.7,0.5,0.7,611.5703988331621,24.729949430461076,21.144083031221534,0.2073339324454163
0.2,0.2,0.7,0.7,0.1,498.787293021488,22.333546360161613,17.959713286472365,0.3535138998553834
0.2,0.2,0.7,0.7,0.3,498.56540599121024,22.328578234881196,17.942065662175015,0.3538014911450651
0.2,0.2,0.7,0.7,0.5,498.3563189609326,22.323895694097224,17.92505886108275,0.35407249215228054
0.2,0.2,0.7,0.7,0.7,498.16003193065484,22.31949891755312,17.9084927754146,0.3543269028770296
0.2,0.2,0.7,0.9,0.1,650.6882012867659,25.50859073502035,19.628792524863726,0.15663272993228727
0.2,0.2,0.7,0.9,0.3,652.0638981491056,25.53554186127848,19.642290903930252,0.15484966746867146
0.2,0.2,0.7,0.9,0.5,653.4523950114454,25.56271493819554,19.656016412677033,0.15305001472258906
0.2,0.2,0.7,0.9,0.7,654.8536918737852,25.590109258730905,19.670206923000485,0.1512337716940405
0.2,0.4,0.1,0.3,0.1,1017.1007196837728,31.892016550914004,26.827501141947916,-0.3182803309592692
0.2,0.4,0.1,0.3,0.3,1013.6409791824533,31.83772886344837,26.78078973255194,-0.3137961065704291
0.2,0.4,0.1,0.3,0.5,1010.1940386811341,31.783549812460127,26.73407832315597,-0.3093284724640559
0.2,0.4,0.1,0.3,0.7,1006.7598981798151,31.729479954449538,26.68736691376,-0.3048774286401492
0.2,0.4,0.1,0.5,0.1,623.5424291380635,24.970831566811377,21.390762996771013,0.19181679459744894
0.2,0.4,0.1,0.5,0.3,621.6802725293617,24.93351705093691,21.352910647777726,0.19423036523299098
0.2,0.4,0.1,0.5,0.5,619.8309159206599,24.896403674439807,21.315094600693726,0.19662734558606665
0.2,0.4,0.1,0.5,0.7,617.9943593119581,24.85949233817855,21.277510708076278,0.19900773565667595
0.2,0.4,0.1,0.7,0.1,500.08816543799185,22.36265112722532,18.02903892643161,0.3518278185395648
0.2,0.4,0.1,0.7,0.3,499.82359272190746,22.356734840354203,18.010410978144733,0.3521707354218092
0.2,0.4,0.1,0.7,0.5,499.57182000582316,22.351103328601546,17.99188748821185,0.35249706202158715
0.2,0.4,0.1,0.7,0.7,499.33284728973877,22.345756807271908,17.973823220347295,0.35280679833889883
0.2,0.4,0.1,0.9,0.1,646.7379285835578,25.431042616919147,19.596598188471408,0.16175274086707814
0.2,0.4,0.1,0.9,0.3,648.0709397600909,25.457237473066296,19.608947181759998,0.16002500399602482
0.2,0.4,0.1,0.9,0.5,649.4167509366241,25.48365654564949,19.62129617504859,0.15828067684250513
