traffic_sensitivity,zone_influence,weather_impact,time_pattern,capacity_factor,mse,rmse,mae,r2
0.2,0.2,0.1,0.3,0.1,2142.6092803126885,46.288327689739326,42.10326955334797,-4.503276938192928
0.2,0.2,0.1,0.3,0.3,2135.97568111551,46.2166169371527,42.0297125063681,-4.4862385850902475
0.2,0.2,0.1,0.3,0.5,2129.354881918331,46.144933437142704,41.95615545938824,-4.469233108697966
0.2,0.2,0.1,0.3,0.7,2122.7468827211533,46.07327731691282,41.88259841240837,-4.452260509016087
0.2,0.2,0.1,0.5,0.1,1522.6677279947614,39.02137527041764,34.29913756288643,-2.9109614006625044
0.2,0.2,0.1,0.5,0.3,1517.6317126902004,38.95679289533727,34.23524494543676,-2.898026430604906
0.2,0.2,0.1,0.5,0.5,1512.608497385639,38.89226783546621,34.17179662129506,-2.885124337257707
0.2,0.2,0.1,0.5,0.7,1507.5980820810782,38.827800376548225,34.10844091659707,-2.8722551206209084
0.2,0.2,0.1,0.7,0.1,1172.8302025224723,34.2466086280448,29.07226670699629,-2.012406165353731
0.2,0.2,0.1,0.7,0.3,1169.3917711105285,34.19637073010129,29.02520688075651,-2.0035745783412136
0.2,0.2,0.1,0.7,0.5,1165.9661396985848,34.146246348589834,28.97827388719242,-1.9947758680390968
0.2,0.2,0.1,0.7,0.7,1162.5533082866411,34.09623598414701,28.93156247779645,-1.9860100344473794
0.2,0.2,0.1,0.9,0.1,1093.0967038958204,33.06201300428969,27.582716409675182,-1.8076112322666056
0.2,0.2,0.1,0.9,0.3,1091.2558563764942,33.03416195965162,27.56017522283688,-1.8028830282991706
0.2,0.2,0.1,0.9,0.5,1089.4278088571682,33.00648131590473,27.53789334364225,-1.7981877010421359
0.2,0.2,0.1,0.9,0.7,1087.612561337842,32.97897150212302,27.515744472679184,-1.7935252504955006
0.2,0.2,0.3,0.3,0.1,2129.7219531681744,46.14891063901914,41.95999773904325,-4.470175928633687
0.2,0.2,0.3,0.3,0.3,2123.1132491995986,46.077253056140385,41.88644069206339,-4.4532015187514045
0.2,0.2,0.3,0.3,0.5,2116.5173452310223,46.00562297405636,41.81288364508352,-4.436259985579521
0.2,0.2,0.3,0.3,0.7,2109.934241262446,45.93402052142231,41.73939060626013,-4.419351329118038
0.2,0.2,0.3,0.5,0.1,1512.8621024673332,38.89552805230099,34.174561215724566,-2.885775720134799
0.2,0.2,0.3,0.5,0.3,1507.8509823913744,38.83105693116496,34.11120551102658,-2.8729046932975986
0.2,0.2,0.3,0.5,0.5,1502.8526623154153,38.76664368133274,34.04784980632859,-2.860066543170797
0.2,0.2,0.3,0.5,0.7,1497.8671422394561,38.702288591754574,33.9844941016306,-2.8472612697543958
0.2,0.2,0.3,0.7,0.1,1166.1062786121288,34.14829832674139,28.979930263861174,-1.9951358138575603
0.2,0.2,0.3,0.7,0.3,1162.6927424287876,34.098280637427855,28.93320912019264,-1.9863681700654423
0.2,0.2,0.3,0.7,0.5,1159.2920062454461,34.048377439247325,28.886497710796657,-1.9776334029837224
0.2,0.2,0.3,0.7,0.7,1155.9040700621047,33.998589236350746,28.839786301400686,-1.9689315126124032
0.2,0.2,0.3,0.9,0.1,1089.4544816025625,33.00688536658014,27.53828736633941,-1.798256209801972
0.2,0.2,0.3,0.9,0.3,1087.6385293118385,32.979365204804026,27.51605893745709,-1.7935919490549348
0.2,0.2,0.3,0.9,0.5,1085.8353770211145,32.95201628157395,27.4942487778477,-1.7889605650182974
0.2,0.2,0.3,0.9,0.7,1084.0450247303904,32.92483902360633,27.47277226778058,-1.7843620576920594
0.2,0.2,0.5,0.3,0.1,2116.883576093599,46.00960308559072,41.81672592473854,-4.43720064698643
0.2,0.2,0.5,0.3,0.3,2110.2997673536242,45.937999165762804,41.74318125784586,-4.420290180324543
0.2,0.2,0.5,0.3,0.5,2103.728758613651,45.86642299780582,41.66989266724183,-4.40341259037306
0.2,0.2,0.5,0.3,0.7,2097.170549873677,45.79487471184605,41.59660407663781,-4.386567877131975
0.2,0.2,0.5,0.5,0.1,1503.1054270098423,38.76990362394318,34.0506144007581,-2.860715767519077
0.2,0.2,0.5,0.5,0.3,1498.1192021624856,38.70554485035039,33.98725869606012,-2.8479086839022743
0.2,0.2,0.5,0.5,0.5,1493.1457773151287,38.64124451043378,33.92390299136212,-2.8351344769958704
0.2,0.2,0.5,0.5,0.7,1488.1851524677722,38.57700289638598,33.86054728666414,-2.822393146799868
0.2,0.2,0.5,0.7,0.1,1159.4313047717233,34.05042297493121,28.888144353192846,-1.9779911902733742
0.2,0.2,0.5,0.7,0.3,1156.042663816984,34.00062740328455,28.841432943796864,-1.969287489701653
0.2,0.2,0.5,0.7,0.5,1152.6668228622448,33.95094730434255,28.7947215344009,-1.9606166658403317
0.2,0.2,0.5,0.7,0.7,1149.3037819075055,33.90138318575668,28.748010125004924,-1.9519787186894102
0.2,0.2,0.5,0.9,0.1,1085.861209379242,32.95240824855206,27.49457189338416,-1.7890269152493206
0.2,0.2,0.5,0.9,0.3,1084.0701523171203,32.92522061151786,27.473095383317037,-1.7844265977226819
0.2,0.2,0.5,0.9,0.5,1082.2918952549983,32.898205046096336,27.451778696639398,-1.7798591569064421
0.2,0.2,0.5,0.9,0.7,1080.5264381928766,32.87136197654239,27.430839112405803,-1.7753245928006023
0.2,0.2,0.7,0.3,0.1,2104.09414908896,45.870406027077635,41.673683318827564,-4.4043510932511545
0.2,0.2,0.7,0.3,0.3,2097.535235577588,45.79885626931734,41.60039472822353,-4.387504569809667
0.2,0.2,0.7,0.3,0.5,2090.989122066216,45.72733451740016,41.527294817117316,-4.37069092307858
0.2,0.2,0.7,0.3,0.7,2084.455808554844,45.65584090294301,41.45427468288912,-4.353910153057893
0.2,0.2,0.7,0.5,0.1,1493.3977016222889,38.64450415805964,33.92666758579164,-2.8357815428153383
0.2,0.2,0.7,0.5,0.3,1488.4363720035344,38.580258837954084,33.86331188109365,-2.8230384024189332
0.2,0.2,0.7,0.5,0.5,1483.48784238478,38.5160725202451,33.79995617639566,-2.810328138732928
0.2,0.2,0.7,0.5,0.7,1478.5521127660254,38.451945500403816,33.73660047169767,-2.7976507517573226
0.2,0.2,0.7,0.7,0.1,1152.805281001255,33.95298633406574,28.796368176797085,-1.960972294601171
0.2,0.2,0.7,0.7,0.3,1149.4415352751182,33.903414802569934,28.749656767401106,-1.9523325372498483
0.2,0.2,0.7,0.7,0.5,1146.090589548981,33.85395973219353,28.70297583432255,-1.9437256566089243
0.2,0.2,0.7,0.7,0.7,1142.752443822844,33.804621634073115,28.656992477206092,-1.935151652678401
0.2,0.2,0.7,0.9,0.1,1082.3168872258589,32.89858488181306,27.452068318983503,-1.7799233486086532
0.2,0.2,0.7,0.9,0.3,1080.5507253923395,32.87173140241231,27.43114578395075,-1.7753869743024122
0.2,0.2,0.7,0.9,0.5,1078.7973635588196,32.84505082289902,27.41085687685227,-1.7708834767065702
0.2,0.2,0.7,0.9,0.7,1077.0568017253004,32.81854356496187,27.390795928612157,-1.7664128558211294
0.2,0.4,0.1,0.3,0.1,2126.0492823197424,46.10910194657604,41.91937693589831,-4.460742699268227
0.2,0.4,0.1,0.3,0.3,2119.447683122564,46.03745956416974,41.845819888918435,-4.443786537941546
0.2,0.4,0.1,0.3,0.5,2112.858883925385,45.96584475374498,41.77226284193857,-4.426863253325264
0.2,0.4,0.1,0.3,0.7,2106.282884728206,45.89425764437427,41.698955659372395,-4.409972845419383
0.2,0.4,0.1,0.5,0.1,1510.101689733359,38.86002688796495,34.14011876894606,-2.878685619350508
0.2,0.4,0.1,0.5,0.3,1505.0976744287977,38.7955883371911,34.07676306424808,-2.865832841068909
0.2,0.4,0.1,0.5,0.5,1500.1064591242366,38.7312078190732,34.013407359550094,-2.8530129394977095
0.2,0.4,0.1,0.5,0.7,1495.1280438196754,38.66688562348506,33.9500516548521,-2.8402259146369104
0.2,0.4,0.1,0.7,0.1,1164.2581239926133,34.12122688287473,28.954918182494435,-1.9903888416544389
0.2,0.4,0.1,0.7,0.3,1160.8516925806696,34.071273715267374,28.908206773098463,-1.9816394464179212
0.2,0.4,0.1,0.7,0.5,1157.4580611687259,34.021435319056216,28.86149536370249,-1.972922927891804
0.2,0.4,0.1,0.7,0.7,1154.0772297567823,33.97171219936938,28.81478395430652,-1.9642392860760864
0.2,0.4,0.1,0.9,0.1,1088.5185850975051,32.99270502849842,27.526752404044935,-1.7958523661800183
0.2,0.4,0.1,0.9,0.3,1086.7097375781789,32.96528079022199,27.504737761269787,-1.7912063539885832
0.2,0.4,0.1,0.9,0.5,1084.9136900588528,32.93802802322648,27.483187407277697,-1.7865932185075475
0.2,0.4,0.1,0.9,0.7,1083.1304425395265,32.91094715348567,27.46180347879682,-1.7820129597369117
0.2,0.4,0.3,0.3,0.1,2113.2241932467346,45.969818285987756,41.776105121593595,-4.427801547759981
0.2,0.4,0.3,0.3,0.3,2106.6474892781575,45.89822969655973,41.70274631095812,-4.4109093296536965
0.2,0.4,0.3,0.3,0.5,2100.0835853095814,45.82666893097928,41.62945772035409,-4.394049988257813
0.2,0.4,0.3,0.3,0.7,2093.532481341005,45.755136119795395,41.556185452044254,-4.37722352357233
0.2,0.4,0.3,0.5,0.1,1500.358302277436,38.734458848387646,34.016171953979594,-2.8536597968737967
0.2,0.4,0.3,0.5,0.3,1495.3791822014769,38.67013294781228,33.95281624928161,-2.8408709618125956
0.2,0.4,0.3,0.5,0.5,1490.4128621255181,38.60586564403806,33.88946054458363,-2.8281150034617943
0.2,0.4,0.3,0.5,0.7,1485.4593420495592,38.541657230191326,33.826104839885645,-2.8153919218213925
0.2,0.4,0.3,0.7,0.1,1157.5964381537754,34.02346893180905,28.863142006098673,-1.9732783482092633
0.2,0.4,0.3,0.7,0.3,1154.214901970434,33.97373841617131,28.81643059670271,-1.9645928961931438
0.2,0.4,0.3,0.7,0.5,1150.8461657870926,33.924123655403285,28.769719187306727,-1.9559403208874242
0.2,0.4,0.3,0.7,0.7,1147.490229603751,33.87462515812907,28.723064279624186,-1.9473206222921045
0.2,0.4,0.3,0.9,0.1,1084.9386008757526,32.938406167811955,27.483510522814147,-1.7866572017663787
0.2,0.4,0.3,0.9,0.3,1083.1546485850286,32.91131490209755,27.46209310114093,-1.7820751327953412
0.2,0.4,0.3,0.9,0.5,1081.3834962943047,32.88439593932515,27.44092762849863,-1.7775259405347041
0.2,0.4,0.3,0.9,0.7,1079.6251440035805,32.85764970297755,27.42033109857898,-1.7730096249844651
0.2,0.4,0.5,0.3,0.1,2100.4480542436636,45.830645361413616,41.63324837193982,-4.394986124163717
0.2,0.4,0.5,0.3,0.3,2093.8962455036894,45.759111065488256,41.55999516813783,-4.378157849277832
0.2,0.4,0.5,0.3,0.5,2087.3572367637153,45.68760484818301,41.486975033909644,-4.361362451102346
0.2,0.4,0.5,0.3,0.7,2080.831028023741,45.616126841543014,41.41395489968145,-4.34459992963726
0.2,0.4,0.5,0.5,0.1,1490.6638648914507,38.60911634434866,33.892225139013135,-2.82875970230907
0.2,0.4,0.5,0.5,0.3,1485.709640044094,38.544904203332685,33.828869434315145,-2.8160348104682664
0.2,0.4,0.5,0.5,0.5,1480.7682151967372,38.48075122963086,33.76551372961716,-2.803342795337863
0.2,0.4,0.5,0.5,0.7,1475.8395903493804,38.41665771965828,33.70215802491917,-2.790683656917859
0.2,0.4,0.5,0.7,0.1,1150.9837023848752,33.926150715707124,28.771365829702916,-1.956293582676071
0.2,0.4,0.5,0.7,0.3,1147.627061430136,33.87664477822643,28.72465442030694,-1.9476720738803501
0.2,0.4,0.5,0.7,0.5,1144.2832204753968,33.82725558592356,28.67833197890303,-1.9390834417950282
0.2,0.4,0.5,0.7,0.7,1140.9521795206574,33.77798365090281,28.632639210992444,-1.9305276864201057
0.2,0.4,0.5,0.9,0.1,1081.4075667239376,32.884761922871476,27.44118806675571,-1.7775877652647227
0.2,0.4,0.5,0.9,0.3,1079.648509661816,32.85800525993348,27.42063777012393,-1.773069639514083
0.2,0.4,0.5,0.9,0.5,1077.9022525996938,32.831421726749724,27.400484003193473,-1.7685843904738427
0.2,0.4,0.5,0.9,0.7,1076.1687955375721,32.8050117442072,27.38061823138139,-1.7641320181440028
0.2,0.4,0.7,0.3,0.1,2087.720865310531,45.69158418473287,41.49078475000323,-4.362296428479437
0.2,0.4,0.7,0.3,0.3,2081.1939517991586,45.62010468860367,41.417764615775035,-4.345532096813949
0.2,0.4,0.7,0.3,0.5,2074.679838287787,45.548653528812316,41.34474448154684,-4.328800641858862
0.2,0.4,0.7,0.3,0.7,2068.1785247764146,45.47723083891998,41.27172434731866,-4.312102063614175
0.2,0.4,0.7,0.5,0.1,1481.0183775754028,38.48400157955774,33.76827832404667,-2.803985335656326
0.2,0.4,0.7,0.5,0.3,1476.0890479566483,38.419904319983,33.70492261934868,-2.7913243870359206
0.2,0.4,0.7,0.5,0.5,1471.172518337894,38.355866804674015,33.64179946917761,-2.7786963151259148
0.2,0.4,0.7,0.5,0.7,1466.2687887191394,38.2918893333711,33.578712220855465,-2.766101119926309
0.2,0.4,0.7,0.7,0.1,1144.4199166859125,33.82927602958586,28.679888586000402,-1.939434545054863
0.2,0.4,0.7,0.7,0.3,1141.0881709597757,33.77999660982481,28.634173685259785,-1.9308769794795393
0.2,0.4,0.7,0.7,0.5,1137.7692252336385,33.7308349323529,28.588766739956604,-1.922352290614615
0.2,0.4,0.7,0.7,0.7,1134.4630795075016,33.681791512737284,28.543397612439822,-1.9138604784600917
0.2,0.4,0.7,0.9,0.1,1077.9254826420602,32.83177550243148,27.400789762758315,-1.7686440566750496
0.2,0.4,0.7,0.9,0.3,1076.1913208085407,32.805355062985385,27.380863042706117,-1.7641898741448085
0.2,0.4,0.7,0.9,0.5,1074.469958975021,32.779108575051595,27.361225004544725,-1.7597685683249664
0.2,0.4,0.7,0.9,0.7,1072.7613971415014,32.75303645681575,27.341696996001374,-1.7553801392155242
0.2,0.6,0.1,0.3,0.1,2109.5692843267957,45.930047728331346,41.735599954674406,-4.418413939783524
0.2,0.6,0.1,0.3,0.3,2102.9996851296173,45.85847451812606,41.662311364070376,-4.401539970232842
0.2,0.6,0.1,0.3,0.5,2096.4428859324385,45.786929204003606,41.589022773466354,-4.384698877392561
0.2,0.6,0.1,0.3,0.7,2089.8988867352596,45.71541191693737,41.51586566883658,-4.367890661262678
0.2,0.6,0.1,0.5,0.1,1497.615651471956,38.69903941278073,33.981729507201095,-2.8466153174785096
0.2,0.6,0.1,0.5,0.3,1492.6436361673952,38.634746487681205,33.918373802503105,-2.8338447309729107
0.2,0.6,0.1,0.5,0.5,1487.6844208628338,38.570512323053656,33.855018097805115,-2.8211070211777107
0.2,0.6,0.1,0.5,0.7,1482.7380055582728,38.5063372129611,33.79166239310714,-2.808402188092911
0.2,0.6,0.1,0.7,0.1,1155.766045462754,33.99655931800678,28.838139659004504,-1.9685769973951452
0.2,0.6,0.1,0.7,0.3,1152.3916140508102,33.94689402656464,28.791428249608536,-1.959909793934627
0.2,0.6,0.1,0.7,0.5,1149.0299826388668,33.89734477269373,28.744730878795632,-1.95127546718451
0.2,0.6,0.1,0.7,0.7,1145.681151226923,33.84791206598899,28.698306013030425,-1.942674017144792
0.2,0.6,0.1,0.9,0.1,1084.0204662991896,32.92446607462587,27.472449152244135,-1.7842989795334296
0.2,0.6,0.1,0.9,0.3,1082.2436187798635,32.89747131285114,27.451199451951183,-1.7797351591179935
0.2,0.6,0.1,0.9,0.5,1080.479571260537,32.870649084868056,27.430247315633487,-1.7752042154129577
0.2,0.6,0.1,0.9,0.7,1078.728323741211,32.84399981337856,27.409937431413354,-1.7707061484183213
0.2,0.6,0.3,0.3,0.1,2096.806433325293,45.790899022898564,41.59281342505208,-4.385632646326271
0.2,0.6,0.3,0.3,0.3,2090.261729356717,45.71938023810818,41.51967538493017,-4.3688226199959885
0.2,0.6,0.3,0.3,0.5,2083.7298253881404,45.647889604976704,41.44665525070197,-4.352045470376105
0.2,0.6,0.3,0.3,0.7,2077.210721419564,45.576427255979205,41.37363511647378,-4.335301197466621
0.2,0.6,0.3,0.5,0.1,1487.9345020875387,38.57375405748757,33.85778269223463,-2.8217493530527937
0.2,0.6,0.3,0.5,0.3,1482.98738201158,38.509575199053806,33.79442698753664,-2.809042709767592
0.2,0.6,0.3,0.5,0.5,1478.053061935621,38.44545567340334,33.73107128283865,-2.7963689431927903
